Number,Name,Fund Rate,Count,Rate,Close Price,Amount,Adjust Amount
2357,華碩,15.40,3,22.75,237.5,1.0,2
2347,聯強,11.81,2,17.45,52.8,3.3,4
2301,光寶科,11.21,3,16.56,64.7,2.6,3
2885,元大金,10.22,3,15.10,19.7,7.7,7
2382,廣達,10.03,3,14.82,78.2,1.9,1
2324,仁寶,9.02,2,13.33,21.75,6.1,6
Exclude,,,,,,,
2881,富邦金,11.82,3,,,,
3045,台灣大,12.29,2,,,,
2883,開發金,10.58,3,,,,
2882,國泰金,10.35,3,,,,
1301,台塑,8.94,1,,,,
