Number,Name,Fund Rate,Count,Rate,Close Price,Amount,Adjust Amount
2357,華碩,15.44,3,15.79,231,0.7,1
2347,聯強,12.27,2,12.55,53.1,2.4,3
3045,台灣大,12.20,2,12.48,93.2,1.3,2
2301,光寶科,11.46,3,11.72,63.8,1.8,2
2885,元大金,10.23,3,10.46,19.05,5.5,6
2382,廣達,9.61,3,9.83,72.5,1.4,1
2324,仁寶,9.28,2,9.49,21.7,4.4,4
3702,大聯大,8.78,3,8.98,46.8,1.9,1
1301,台塑,8.52,1,8.71,78.9,1.1,1
Exclude,,,,,,,
2881,富邦金,11.71,3,,,,
2883,開發金,10.42,3,,,,
2882,國泰金,9.99,3,,,,
Include,,,,,,,
