3045,台灣大,9.22
1301,台塑,8.52
2357,華碩,8.17
2301,光寶科,4.4
2324,仁寶,4.24
2356,英業達,3.06
2206,三陽工業,2.83
9939,宏全,2.65
1215,卜蜂,2.56
1232,大統益,2.36
2303,聯電,2.36
2385,群光,2.27
2454,聯發科,2.18
5434,崇越,2.17
9917,中保科,2.13
3044,健鼎,1.88
6176,瑞儀,1.73
2451,創見,1.62
3702,大聯大,1.62
5522,遠雄,1.56
2204,中華,1.54
6412,群電,1.54
9940,信義,1.54
2382,廣達,1.47
2885,元大金,1.44
2891,中信金,1.4
1513,中興電,1.27
6239,力成,1.23
2015,豐興,1.11
2377,微星,1.03
2504,國產,1.01
2006,東和鋼鐵,1
5306,桂盟,0.99
3036,文曄,0.97
6269,台郡,0.97
2881,富邦金,0.96
3010,華立,0.94
2408,南亞科,0.93
1303,南亞,0.91
2353,宏碁,0.88
2882,國泰金,0.86
6257,矽格,0.86
2883,開發金,0.83
6278,台表科,0.81
2449,京元電子,0.79
2441,超豐,0.76
6202,盛群,0.71
8150,南茂,0.69
2379,瑞昱,0.64
2458,義隆,0.62
