Number,Name,Fund Rate,Count,Rate,Close Price,Amount,Adjust Amount
2357,華碩,15.16,3,22.62,231.5,1.0,1
2347,聯強,12.10,2,18.05,53,3.4,4
2301,光寶科,11.38,3,16.98,64.5,2.6,3
2885,元大金,10.21,3,15.23,19.35,7.9,7
2382,廣達,9.60,3,14.32,73.8,1.9,1
1301,台塑,8.58,1,12.80,80.8,1.6,1
Exclude,,,,,,,
2881,富邦金,11.87,3,,,,
3045,台灣大,12.07,2,,,,
2883,開發金,10.68,3,,,,
2882,國泰金,10.39,3,,,,
Include,,,,,,,
3702,大聯大,8.66,3,,,,
2324,仁寶,9.05,2,,,,
