3045,台灣大,9.12
1301,台塑,8.58
2357,華碩,8.06
2301,光寶科,4.37
2324,仁寶,4.14
2356,英業達,3.01
2206,三陽工業,2.97
9939,宏全,2.63
1215,卜蜂,2.58
2303,聯電,2.34
1232,大統益,2.33
2385,群光,2.26
5434,崇越,2.17
2454,聯發科,2.16
9917,中保科,2.14
3044,健鼎,1.87
6176,瑞儀,1.75
2451,創見,1.63
3702,大聯大,1.59
5522,遠雄,1.55
6412,群電,1.54
9940,信義,1.54
2204,中華,1.51
2382,廣達,1.47
2885,元大金,1.44
2891,中信金,1.42
1513,中興電,1.32
6239,力成,1.21
2015,豐興,1.11
2006,東和鋼鐵,1.02
2504,國產,1.02
2377,微星,0.99
6269,台郡,0.99
3036,文曄,0.98
5306,桂盟,0.98
2881,富邦金,0.97
3010,華立,0.95
2408,南亞科,0.94
1303,南亞,0.91
2882,國泰金,0.89
2353,宏碁,0.88
6257,矽格,0.88
2883,開發金,0.85
6278,台表科,0.84
2441,超豐,0.79
2449,京元電子,0.79
6202,盛群,0.72
8150,南茂,0.7
2379,瑞昱,0.65
2458,義隆,0.62
