3045,台灣大,8.98
1301,台塑,8.79
2357,華碩,8.22
2301,光寶科,4.3
2324,仁寶,4.06
2206,三陽工業,2.97
2356,英業達,2.81
9939,宏全,2.53
1215,卜蜂,2.45
1232,大統益,2.33
2303,聯電,2.33
5434,崇越,2.28
2385,群光,2.24
2454,聯發科,2.18
9917,中保科,2.06
3044,健鼎,1.91
6176,瑞儀,1.67
2451,創見,1.54
3702,大聯大,1.54
2204,中華,1.53
6412,群電,1.51
9940,信義,1.51
2382,廣達,1.49
2891,中信金,1.45
5522,遠雄,1.45
1513,中興電,1.43
2885,元大金,1.43
6239,力成,1.32
2015,豐興,1.12
2504,國產,1.07
2377,微星,1.02
5306,桂盟,1.02
2881,富邦金,1.01
3010,華立,0.99
6269,台郡,0.98
2006,東和鋼鐵,0.93
2882,國泰金,0.92
3036,文曄,0.92
2883,開發金,0.91
6257,矽格,0.88
6278,台表科,0.88
2353,宏碁,0.87
1303,南亞,0.85
2449,京元電子,0.85
2441,超豐,0.84
2408,南亞科,0.81
2379,瑞昱,0.78
6202,盛群,0.78
8150,南茂,0.71
2458,義隆,0.65
