3045,台灣大,8.93
1301,台塑,8.85
2357,華碩,8.28
2301,光寶科,4.35
2324,仁寶,4.12
2356,英業達,2.82
2206,三陽工業,2.71
1215,卜蜂,2.4
9939,宏全,2.39
2303,聯電,2.38
2454,聯發科,2.3
1232,大統益,2.26
5434,崇越,2.21
2385,群光,2.11
9917,中保科,2.06
3044,健鼎,1.89
3702,大聯大,1.65
6176,瑞儀,1.65
2204,中華,1.56
5522,遠雄,1.52
2451,創見,1.51
9940,信義,1.51
1513,中興電,1.5
2382,廣達,1.5
2891,中信金,1.49
6412,群電,1.49
2885,元大金,1.45
6239,力成,1.32
2015,豐興,1.15
5306,桂盟,1.07
2504,國產,1.04
2377,微星,1.02
2881,富邦金,1
3010,華立,0.99
6278,台表科,0.97
2006,東和鋼鐵,0.96
6269,台郡,0.95
2882,國泰金,0.94
3036,文曄,0.93
2883,開發金,0.92
6257,矽格,0.9
2441,超豐,0.89
2449,京元電子,0.88
2408,南亞科,0.87
1303,南亞,0.85
2353,宏碁,0.85
2379,瑞昱,0.79
6202,盛群,0.74
8150,南茂,0.73
2458,義隆,0.54
