2324,仁寶,9.29
1216,統一,6.96
3045,台灣大,6.16
4904,遠傳,5.43
2801,彰銀,4.3
3037,欣興,3.69
2301,光寶科,3.54
9939,宏全,2.87
6176,瑞儀,2.48
1102,亞泥,2.43
1215,卜蜂,2.18
2382,廣達,2.06
6412,群電,2.03
2845,遠東銀,1.94
2247,汎德永業,1.91
2903,遠百,1.83
2451,創見,1.78
5522,遠雄,1.71
9917,中保科,1.7
6285,啟碁,1.56
3044,健鼎,1.53
1477,聚陽,1.49
2385,群光,1.4
2449,京元電子,1.39
5469,瀚宇博,1.31
8046,南電,1.31
3596,智易,1.28
8422,可寧衛,1.25
5388,中磊,1.24
3042,晶技,1.08
6214,精誠,1.06
2211,長榮鋼,1.05
3036,文曄,1.05
3702,大聯大,1.05
2006,東和鋼鐵,1.04
3711,日月光投控,1
4915,致伸,0.99
6257,矽格,0.99
6239,力成,0.98
4938,和碩,0.97
2809,京城銀,0.96
2015,豐興,0.94
2886,兆豐金,0.94
1723,中碳,0.93
6670,復盛應用,0.93
2454,聯發科,0.88
5876,上海商銀,0.88
2303,聯電,0.85
2504,國產,0.85
5434,崇越,0.85
TX,臺股期貨,1.17
