Number,Name,Fund Rate,Count,Rate,Close Price,Amount,Adjust Amount
2357,華碩,15.48,3,23.00,242,1.0,2
2347,聯強,11.59,2,17.22,52.2,3.3,4
2301,光寶科,11.27,3,16.74,65.5,2.6,3
2885,元大金,10.23,3,15.20,19.85,7.7,7
2382,廣達,9.78,3,14.53,77,1.9,1
2324,仁寶,8.96,2,13.31,21.8,6.1,6
Exclude,,,,,,,
2881,富邦金,12.18,3,,,,
3045,台灣大,12.15,2,,,,
2883,開發金,10.77,3,,,,
2882,國泰金,10.52,3,,,,
1301,台塑,8.79,1,,,,
