Number,Name,Fund Rate,Count,Rate,Close Price,Amount,Adjust Amount
2357,華碩,15.40,3,15.85,231,0.7,1
2347,聯強,12.16,2,12.51,52.8,2.4,3
3045,台灣大,11.95,2,12.30,91.5,1.3,2
2301,光寶科,11.38,3,11.71,63.4,1.8,2
2885,元大金,10.23,3,10.53,19.1,5.5,6
2382,廣達,9.58,3,9.86,72.5,1.4,1
2324,仁寶,9.18,2,9.45,21.4,4.4,4
3702,大聯大,8.76,3,9.01,46.1,2.0,2
1301,台塑,8.54,1,8.79,79.9,1.1,1
Exclude,,,,,,,
2881,富邦金,11.58,3,,,,
2883,開發金,10.41,3,,,,
2882,國泰金,9.93,3,,,,
Include,,,,,,,
