Number,Name,Fund Rate,Count,Rate,Close Price,Amount,Adjust Amount
2357,華碩,15.39,3,22.96,238.5,1.0,2
2347,聯強,11.51,2,17.17,52.2,3.3,4
2301,光寶科,11.21,3,16.73,65.4,2.6,3
2885,元大金,10.27,3,15.32,19.9,7.7,7
2382,廣達,9.68,3,14.44,76.5,1.9,1
2324,仁寶,8.96,2,13.37,21.9,6.1,6
Exclude,,,,,,,
2881,富邦金,12.19,3,,,,
3045,台灣大,12.07,2,,,,
2883,開發金,10.75,3,,,,
2882,國泰金,10.58,3,,,,
1301,台塑,8.90,1,,,,
