3231,緯創,8.91
1301,台塑,8.33
3045,台灣大,6.97
2324,仁寶,6.21
2356,英業達,5.63
2301,光寶科,5.32
2357,華碩,4.17
1102,亞泥,3.97
2385,群光,2.77
6176,瑞儀,2.48
9939,宏全,2.02
3044,健鼎,1.99
2903,遠百,1.97
3702,大聯大,1.9
2451,創見,1.84
9917,中保科,1.82
5522,遠雄,1.62
2382,廣達,1.47
6412,群電,1.34
2303,聯電,1.25
2449,京元電子,1.25
2377,微星,1.2
2454,聯發科,1.12
2353,宏碁,1.11
4938,和碩,1.1
6239,力成,1.05
3711,日月光投控,1.04
5434,崇越,1.04
8150,南茂,1.01
2006,東和鋼鐵,0.96
2504,國產,0.92
4915,致伸,0.91
2606,裕民,0.9
6278,台表科,0.9
3042,晶技,0.88
6257,矽格,0.88
2885,元大金,0.87
3036,文曄,0.86
2015,豐興,0.83
2881,富邦金,0.83
3010,華立,0.82
9904,寶成,0.8
1409,新纖,0.79
4958,臻鼎-KY,0.72
6269,台郡,0.7
5306,桂盟,0.69
6456,GIS-KY,0.61
2883,開發金,0.48
2597,潤弘,0.31
2888,新光金,0.19
TX,臺股期貨,1.55
