Number,Name,Fund Rate,Count,Rate,Close Price,Amount,Adjust Amount
2357,華碩,15.49,3,23.11,246.5,0.9,1
2347,聯強,11.60,2,17.31,53.9,3.2,4
2301,光寶科,11.17,3,16.66,66.5,2.5,3
2885,元大金,10.12,3,15.10,20.05,7.5,7
2382,廣達,9.80,3,14.62,79,1.9,1
2324,仁寶,8.85,2,13.20,22.05,6.0,6
Exclude,,,,,,,
2881,富邦金,12.27,3,,,,
3045,台灣大,11.78,2,,,,
2883,開發金,10.66,3,,,,
2882,國泰金,10.36,3,,,,
1301,台塑,8.69,1,,,,
