3045,台灣大,8.87
1301,台塑,8.56
2357,華碩,8.39
2301,光寶科,4.4
2324,仁寶,4.12
2206,三陽工業,2.86
2356,英業達,2.81
9939,宏全,2.47
1215,卜蜂,2.43
2303,聯電,2.4
1232,大統益,2.35
5434,崇越,2.27
2454,聯發科,2.24
2385,群光,2.18
9917,中保科,2.05
3044,健鼎,1.89
6176,瑞儀,1.66
3702,大聯大,1.62
2204,中華,1.57
2451,創見,1.55
9940,信義,1.53
2382,廣達,1.51
6412,群電,1.51
5522,遠雄,1.47
2891,中信金,1.46
1513,中興電,1.42
2885,元大金,1.41
6239,力成,1.3
2015,豐興,1.16
2377,微星,1.08
2504,國產,1.06
5306,桂盟,1.06
2881,富邦金,1
3010,華立,0.99
6269,台郡,0.95
2006,東和鋼鐵,0.93
2882,國泰金,0.93
2883,開發金,0.9
3036,文曄,0.9
6278,台表科,0.9
6257,矽格,0.89
2449,京元電子,0.86
1303,南亞,0.84
2353,宏碁,0.84
2441,超豐,0.83
2408,南亞科,0.82
2379,瑞昱,0.78
6202,盛群,0.77
8150,南茂,0.71
2458,義隆,0.58
