2324,仁寶,9.1
1216,統一,7
3045,台灣大,6.23
4904,遠傳,5.53
2801,彰銀,4.33
3037,欣興,3.57
2301,光寶科,3.26
9939,宏全,2.92
6176,瑞儀,2.52
1102,亞泥,2.43
1215,卜蜂,2.23
6412,群電,2.04
2845,遠東銀,1.98
2247,汎德永業,1.88
2382,廣達,1.85
2903,遠百,1.83
2451,創見,1.8
5522,遠雄,1.71
9917,中保科,1.68
3044,健鼎,1.57
6285,啟碁,1.55
2385,群光,1.47
1477,聚陽,1.42
3596,智易,1.36
8046,南電,1.36
2449,京元電子,1.34
5469,瀚宇博,1.34
5388,中磊,1.26
8422,可寧衛,1.23
3702,大聯大,1.07
3036,文曄,1.05
4915,致伸,1.04
2006,東和鋼鐵,1.03
2211,長榮鋼,1.03
3042,晶技,1.03
6214,精誠,0.99
6239,力成,0.99
2886,兆豐金,0.97
2809,京城銀,0.96
4938,和碩,0.96
6257,矽格,0.96
3711,日月光投控,0.95
1723,中碳,0.94
6670,復盛應用,0.94
2015,豐興,0.93
2454,聯發科,0.91
5876,上海商銀,0.89
2303,聯電,0.86
5434,崇越,0.85
2504,國產,0.84
TX,臺股期貨,1.24
