Number,Name,Fund Rate,Count,Rate,Close Price,Amount,Adjust Amount
2357,華碩,15.83,3,17.92,239,0.7,1
2347,聯強,12.35,2,13.98,54.4,2.6,3
3045,台灣大,11.84,2,13.40,91,1.5,2
2301,光寶科,11.42,3,12.93,65,2.0,2
2885,元大金,10.11,3,11.44,19,6.0,6
2382,廣達,9.26,3,10.48,70.6,1.5,1
2324,仁寶,8.97,2,10.15,21.05,4.8,4
1301,台塑,8.56,1,9.69,80.2,1.2,1
Exclude,,,,,,,
2881,富邦金,11.94,3,,,,
2883,開發金,9.93,3,,,,
2882,國泰金,10.00,3,,,,
Include,,,,,,,
