2357,華碩,15.31,3,11.7309
3045,台灣大,11.98,2,9.17937
2881,富邦金,11.98,3,9.17937
2347,聯強,11.89,2,9.11041
2301,光寶科,11.35,3,8.69665
2883,開發金,10.67,3,8.17562
2882,國泰金,10.64,3,8.15263
2885,元大金,10.17,3,7.79251
2382,廣達,9.78,3,7.49368
2324,仁寶,9.04,2,6.92667
3702,大聯大,8.91,3,6.82706
1301,台塑,8.79,1,6.73512
