3045,台灣大,9.01
1301,台塑,8.72
2357,華碩,8.14
2301,光寶科,4.47
2324,仁寶,3.99
2356,英業達,3.01
2206,三陽工業,2.93
9939,宏全,2.71
2303,聯電,2.46
1215,卜蜂,2.45
2454,聯發科,2.35
2385,群光,2.23
5434,崇越,2.18
1232,大統益,2.17
9917,中保科,2.02
3044,健鼎,1.87
6176,瑞儀,1.78
6412,群電,1.64
2451,創見,1.59
2204,中華,1.55
3702,大聯大,1.5
2885,元大金,1.48
9940,信義,1.46
2891,中信金,1.43
5522,遠雄,1.36
2382,廣達,1.32
6239,力成,1.26
1513,中興電,1.22
2377,微星,1.08
6269,台郡,1.07
2015,豐興,1.06
5306,桂盟,1.01
2504,國產,1
2881,富邦金,1
2408,南亞科,0.99
6257,矽格,0.96
1303,南亞,0.95
2006,東和鋼鐵,0.93
2353,宏碁,0.92
3010,華立,0.92
6278,台表科,0.91
3036,文曄,0.9
2882,國泰金,0.87
2449,京元電子,0.86
2883,開發金,0.84
2441,超豐,0.77
8150,南茂,0.77
6202,盛群,0.76
2379,瑞昱,0.71
2458,義隆,0.66
