Number,Name,Fund Rate,Count,Rate,Close Price,Amount,Adjust Amount
2357,華碩,15.49,3,19.60,235.5,0.8,1
3045,台灣大,11.98,2,15.16,93.3,1.6,2
2347,聯強,11.77,2,14.89,52.9,2.8,3
2301,光寶科,11.67,3,14.76,66.4,2.2,3
2885,元大金,10.57,3,13.37,20.05,6.7,6
2324,仁寶,8.84,2,11.18,20.9,5.3,5
1301,台塑,8.72,1,11.03,82.8,1.3,1
Exclude,,,,,,,
2881,富邦金,12.16,3,,,,
2883,開發金,10.34,3,,,,
2882,國泰金,9.98,3,,,,
Include,,,,,,,
