Number,Name,Fund Rate,Count,Rate,Close Price,Amount,Adjust Amount
2382,廣達,22.11,3,28.26,252.5,1.1,2
2301,光寶科,15.16,3,19.37,145,1.3,2
2324,仁寶,12.66,2,16.18,30.95,5.2,6
2347,聯強,10.36,2,13.24,58.8,2.3,2
6176,瑞儀,9.02,2,11.53,111,1.0,1
3231,緯創,8.94,1,11.42,154,0.7,0
Exclude,,,,,,,
Include,,,,,,,
