2324,仁寶,9.77
1216,統一,7.23
3045,台灣大,6.26
4904,遠傳,5.48
2801,彰銀,4.39
2301,光寶科,3.78
3037,欣興,3.66
9939,宏全,2.82
1102,亞泥,2.46
6176,瑞儀,2.34
1215,卜蜂,2.23
2382,廣達,2
6412,群電,1.98
2845,遠東銀,1.97
2247,汎德永業,1.92
2903,遠百,1.82
2451,創見,1.75
9917,中保科,1.73
5522,遠雄,1.7
3044,健鼎,1.49
1477,聚陽,1.47
6285,啟碁,1.46
2385,群光,1.34
2449,京元電子,1.32
8046,南電,1.3
8422,可寧衛,1.27
3596,智易,1.21
5388,中磊,1.2
5469,瀚宇博,1.19
2211,長榮鋼,1.05
6214,精誠,1.03
2006,東和鋼鐵,1.01
3702,大聯大,1.01
3711,日月光投控,1
3036,文曄,0.99
3042,晶技,0.99
4938,和碩,0.99
2809,京城銀,0.98
2886,兆豐金,0.98
6257,矽格,0.97
4915,致伸,0.96
2015,豐興,0.94
6239,力成,0.93
1723,中碳,0.92
5876,上海商銀,0.91
2504,國產,0.9
2454,聯發科,0.89
6670,復盛應用,0.88
2303,聯電,0.83
5434,崇越,0.83
TX,臺股期貨,1.2
