Number,Name,Fund Rate,Count,Rate,Close Price,Amount,Adjust Amount
2357,華碩,15.64,3,17.72,236.5,0.7,1
2347,聯強,12.26,2,13.89,53.8,2.6,3
3045,台灣大,11.96,2,13.55,92.2,1.5,2
2301,光寶科,11.25,3,12.74,62.7,2.0,2
2885,元大金,10.19,3,11.54,19.2,6.0,6
2382,廣達,9.32,3,10.56,70.7,1.5,1
2324,仁寶,9.02,2,10.22,21.15,4.8,4
1301,台塑,8.63,1,9.78,80.9,1.2,1
Exclude,,,,,,,
2881,富邦金,11.88,3,,,,
2883,開發金,10.04,3,,,,
2882,國泰金,9.96,3,,,,
Include,,,,,,,
