3045,台灣大,8.9
1301,台塑,8.8
2357,華碩,8.3
2301,光寶科,4.29
2324,仁寶,4.1
2356,英業達,2.8
2206,三陽工業,2.75
9939,宏全,2.5
1215,卜蜂,2.45
2303,聯電,2.4
1232,大統益,2.35
2454,聯發科,2.27
5434,崇越,2.23
2385,群光,2.16
9917,中保科,2.06
3044,健鼎,1.89
6176,瑞儀,1.68
3702,大聯大,1.66
2204,中華,1.58
9940,信義,1.55
5522,遠雄,1.53
2451,創見,1.51
6412,群電,1.51
2382,廣達,1.5
1513,中興電,1.49
2891,中信金,1.47
2885,元大金,1.41
6239,力成,1.31
2015,豐興,1.16
5306,桂盟,1.07
2377,微星,1.05
2504,國產,1.03
2881,富邦金,0.99
3010,華立,0.99
6269,台郡,0.98
2006,東和鋼鐵,0.95
2882,國泰金,0.93
3036,文曄,0.92
6278,台表科,0.92
2883,開發金,0.91
6257,矽格,0.9
2441,超豐,0.87
2449,京元電子,0.87
2408,南亞科,0.85
1303,南亞,0.84
2353,宏碁,0.84
2379,瑞昱,0.81
6202,盛群,0.76
8150,南茂,0.72
2458,義隆,0.53
