3045,台灣大,8.93
1301,台塑,8.88
2357,華碩,8.25
2301,光寶科,4.37
2324,仁寶,4.05
2206,三陽工業,2.91
2356,英業達,2.88
9939,宏全,2.63
1215,卜蜂,2.48
2303,聯電,2.41
1232,大統益,2.31
2385,群光,2.27
2454,聯發科,2.24
5434,崇越,2.22
9917,中保科,2.09
3044,健鼎,1.87
6176,瑞儀,1.72
2451,創見,1.58
3702,大聯大,1.57
6412,群電,1.52
5522,遠雄,1.5
9940,信義,1.49
2204,中華,1.48
2382,廣達,1.47
2885,元大金,1.42
2891,中信金,1.4
1513,中興電,1.31
6239,力成,1.31
2015,豐興,1.11
2504,國產,1.04
2006,東和鋼鐵,0.98
2377,微星,0.97
3010,華立,0.97
2881,富邦金,0.96
5306,桂盟,0.96
6269,台郡,0.96
3036,文曄,0.95
1303,南亞,0.92
2882,國泰金,0.9
2353,宏碁,0.89
6278,台表科,0.89
2408,南亞科,0.87
6257,矽格,0.87
2883,開發金,0.84
2441,超豐,0.81
2449,京元電子,0.8
6202,盛群,0.77
2379,瑞昱,0.73
8150,南茂,0.72
2458,義隆,0.66
