3045,台灣大,8.95
1301,台塑,8.66
2357,華碩,8.24
2301,光寶科,4.34
2324,仁寶,4.05
2206,三陽工業,2.99
2356,英業達,2.8
9939,宏全,2.54
1215,卜蜂,2.42
2303,聯電,2.39
1232,大統益,2.3
5434,崇越,2.27
2454,聯發科,2.25
2385,群光,2.23
9917,中保科,2.06
3044,健鼎,1.9
6176,瑞儀,1.69
3702,大聯大,1.58
2204,中華,1.56
2451,創見,1.53
9940,信義,1.52
2382,廣達,1.5
6412,群電,1.5
2891,中信金,1.46
1513,中興電,1.45
5522,遠雄,1.44
2885,元大金,1.42
6239,力成,1.31
2015,豐興,1.14
2504,國產,1.07
5306,桂盟,1.03
2377,微星,1.01
2881,富邦金,1
3010,華立,0.99
6269,台郡,0.98
2882,國泰金,0.93
2006,東和鋼鐵,0.92
2883,開發金,0.91
3036,文曄,0.9
6278,台表科,0.9
6257,矽格,0.89
2353,宏碁,0.86
2449,京元電子,0.86
1303,南亞,0.84
2441,超豐,0.83
2408,南亞科,0.8
2379,瑞昱,0.78
6202,盛群,0.77
8150,南茂,0.71
2458,義隆,0.64
