3045,台灣大,8.53
1301,台塑,8.3
2357,華碩,8.1
2301,光寶科,4.19
2324,仁寶,3.93
2356,英業達,2.68
2206,三陽工業,2.67
9939,宏全,2.41
1215,卜蜂,2.33
2303,聯電,2.3
1232,大統益,2.26
5434,崇越,2.22
2385,群光,2.14
2454,聯發科,2.13
9917,中保科,1.97
3044,健鼎,1.86
6176,瑞儀,1.65
3702,大聯大,1.55
2451,創見,1.51
2204,中華,1.5
9940,信義,1.46
2382,廣達,1.45
6412,群電,1.45
5522,遠雄,1.43
1513,中興電,1.41
2891,中信金,1.4
2885,元大金,1.35
6239,力成,1.27
2015,豐興,1.11
5306,桂盟,1.07
2377,微星,1.02
2504,國產,1.01
3010,華立,0.96
2881,富邦金,0.95
2006,東和鋼鐵,0.92
6269,台郡,0.92
2882,國泰金,0.89
3036,文曄,0.89
2883,開發金,0.87
6278,台表科,0.87
6257,矽格,0.86
2449,京元電子,0.83
1303,南亞,0.82
2441,超豐,0.82
2353,宏碁,0.8
2408,南亞科,0.79
2379,瑞昱,0.78
6202,盛群,0.71
8150,南茂,0.68
2458,義隆,0.5
