Number,Name,Fund Rate,Count,Rate,Close Price,Amount,Adjust Amount
2357,華碩,15.49,3,22.87,244,0.9,1
2347,聯強,12.02,2,17.74,54.1,3.3,4
2301,光寶科,11.37,3,16.78,66.7,2.5,3
2885,元大金,10.04,3,14.82,19.55,7.6,7
2382,廣達,9.72,3,14.35,76.2,1.9,1
1301,台塑,9.10,1,13.43,87.7,1.5,1
Exclude,,,,,,,
2881,富邦金,11.72,3,,,,
3045,台灣大,11.98,2,,,,
2883,開發金,10.41,3,,,,
2882,國泰金,10.33,3,,,,
Include,,,,,,,
3702,大聯大,8.52,3,,,,
2324,仁寶,8.97,2,,,,
