3045,台灣大,9.03
1301,台塑,8.79
2357,華碩,8.16
2301,光寶科,4.39
2324,仁寶,4.14
2356,英業達,2.85
2206,三陽工業,2.69
1215,卜蜂,2.41
2303,聯電,2.35
9939,宏全,2.35
2454,聯發科,2.29
1232,大統益,2.27
5434,崇越,2.22
2385,群光,2.13
9917,中保科,2.06
3044,健鼎,1.9
3702,大聯大,1.66
6176,瑞儀,1.65
2204,中華,1.64
5522,遠雄,1.54
1513,中興電,1.53
9940,信義,1.53
6412,群電,1.51
2451,創見,1.5
2891,中信金,1.5
2382,廣達,1.49
2885,元大金,1.43
6239,力成,1.32
2015,豐興,1.16
5306,桂盟,1.07
2504,國產,1.03
2377,微星,1.02
2881,富邦金,0.99
3010,華立,0.98
6269,台郡,0.96
6278,台表科,0.96
2006,東和鋼鐵,0.94
2882,國泰金,0.93
3036,文曄,0.92
2441,超豐,0.9
2883,開發金,0.9
6257,矽格,0.9
2449,京元電子,0.88
2408,南亞科,0.86
2353,宏碁,0.84
2379,瑞昱,0.84
1303,南亞,0.83
6202,盛群,0.75
8150,南茂,0.74
2458,義隆,0.53
